id,Name,Year,IMDB Rating,Metascore,Number of Votes
1196,The Ring,(2002),7.1,57,279963
1197,The Transporter,(2002),6.8,51,256212
1198,Insomnia,(2002),7.2,78,239112
1199,Phone Booth,(2002),7.1,56,224896
1200,Panic Room,(2002),6.8,65,223641
1201,Resident Evil,(2002),6.7,33,219047
1202,Red Dragon,(2002),7.2,60,218516
1203,Road to Perdition,(2002),7.7,72,216538
1204,8 Mile,(2002),7.1,77,209505
1205,Chicago,(2002),7.2,82,188074
1206,Die Another Day,(2002),6.1,56,181578
1207,A Walk to Remember,(2002),7.4,35,177278
1208,Austin Powers in Goldmember,(2002),6.2,62,174123
1209,Blade II,(2002),6.7,52,174023
1210,Hero,(2002),7.9,85,158973
1211,xXx,(2002),5.8,48,157888
1212,25th Hour,(2002),7.7,67,157404
1213,Adaptation.,(2002),7.7,83,155987
1214,About a Boy,(2002),7.1,75,152673
1215,Lilo & Stitch,(2002),7.2,73,134329
1216,Bowling for Columbine,(2002),8.0,72,129700
1217,Punch-Drunk Love,(2002),7.3,78,121284
1218,Mr. Deeds,(2002),5.8,24,119695
1219,Reign of Fire,(2002),6.2,39,114361
1220,We Were Soldiers,(2002),7.2,65,113538
1221,About Schmidt,(2002),7.2,85,113075
1222,The Count of Monte Cristo,(2002),7.8,61,113013
1223,The Scorpion King,(2002),5.5,45,112587
1224,The Hours,(2002),7.6,80,109931
1225,My Big Fat Greek Wedding,(2002),6.6,62,108946
1226,The Time Machine,(2002),5.9,42,108880
1227,John Q,(2002),7.1,30,107922
1228,One Hour Photo,(2002),6.8,64,103320
1229,Infernal Affairs,(2002),8.1,75,102238
1230,Irreversible,(2002),7.4,51,96874
1231,Bend It Like Beckham,(2002),6.7,66,95365
1232,Van Wilder: Party Liaison,(2002),6.4,26,94151
1233,Two Weeks Notice,(2002),6.1,42,92975
1234,Talk to Her,(2002),8.0,86,92631
1235,The Sum of All Fears,(2002),6.4,45,92023
1236,Sweet Home Alabama,(2002),6.2,45,90255
1237,Treasure Planet,(2002),7.1,60,81773
1238,Ghost Ship,(2002),5.5,28,81587
1239,The Hot Chick,(2002),5.5,29,80426
1240,Scooby-Doo,(2002),5.0,35,79349
1241,Confessions of a Dangerous Mind,(2002),7.1,67,75519
1242,Analyze That,(2002),5.9,37,74242
1243,Maid in Manhattan,(2002),5.1,45,74047
1244,Secretary,(2002),7.0,63,73003
1245,Jackass: The Movie,(2002),6.6,42,72740
1246,Solaris,(2002),6.2,65,71608
1247,Unfaithful,(2002),6.7,63,68821
1248,Frida,(2002),7.4,61,68638
1249,The Tuxedo,(2002),5.3,30,68181
1250,The Mothman Prophecies,(2002),6.5,52,67836
1251,Cabin Fever,(2002),5.6,56,66485
1252,Collateral Damage,(2002),5.5,33,65397
1253,40 Days and 40 Nights,(2002),5.6,53,64928
1254,Star Trek: Nemesis,(2002),6.4,51,63544
1255,Changing Lanes,(2002),6.5,69,61032
1256,Windtalkers,(2002),6.0,51,59533
1257,Showtime,(2002),5.5,32,55239
1258,S1m0ne,(2002),6.1,49,54455
1259,K-19: The Widowmaker,(2002),6.7,58,52703
1260,Sympathy for Mr. Vengeance,(2002),7.7,56,51629
1261,Spirit: Stallion of the Cimarron,(2002),7.1,52,51527
1262,Spy Kids 2: Island of Lost Dreams,(2002),5.1,66,50049
1263,The Sweetest Thing,(2002),5.1,32,49289
1264,Queen of the Damned,(2002),5.3,30,46896
1265,Eight Legged Freaks,(2002),5.4,53,46883
1266,Murder by Numbers,(2002),6.1,50,46771
1267,Hart's War,(2002),6.3,49,46375
1268,The Rules of Attraction,(2002),6.7,50,46231
1269,I Spy,(2002),5.4,35,44305
1270,Orange County,(2002),6.2,48,43334
1271,Bad Company,(2002),5.6,37,41647
1272,Stuart Little 2,(2002),5.4,66,41340
1273,Bubba Ho-Tep,(2002),7.2,57,41076
1274,The Santa Clause 2,(2002),5.6,48,40543
1275,The Good Girl,(2002),6.5,71,39948
1276,Kung Pow: Enter the Fist,(2002),6.2,14,39933
1277,Far from Heaven,(2002),7.4,84,38941
1278,Lilya 4-Ever,(2002),7.9,82,37981
1279,In America,(2002),7.8,76,37971
1280,Blood Work,(2002),6.4,64,37080
1281,Dirty Pretty Things,(2002),7.4,78,36948
1282,L'auberge espagnole,(2002),7.3,65,36287
1283,Whale Rider,(2002),7.6,80,36120
1284,Death to Smoochy,(2002),6.4,38,36047
1285,Narc,(2002),7.2,70,35610
1286,Crossroads,(I) (2002),3.4,27,35521
1287,Ju-on: The Grudge,(2002),6.7,48,34836
1288,Spun,(2002),6.8,41,33666
1289,Enough,(I) (2002),5.7,25,33460
1290,Dragonfly,(2002),6.1,25,33454
1291,High Crimes,(2002),6.3,48,33179
1292,Spider,(2002),6.8,83,32074
1293,Big Fat Liar,(2002),5.4,36,30933
1294,Undercover Brother,(2002),5.8,69,30808
1295,The New Guy,(2002),5.9,24,30314
1296,Femme Fatale,(2002),6.3,59,30300
1297,Igby Goes Down,(2002),7.0,72,30101
1298,Drumline,(2002),5.7,63,29896
1299,Halloween: Resurrection,(2002),4.1,19,29826
1300,The Four Feathers,(2002),6.5,49,29805
1301,May,(2002),6.7,58,28883
1302,24 Hour Party People,(2002),7.4,85,28846
1303,Antwone Fisher,(2002),7.3,62,28711
1304,The Rookie,(2002),7.0,72,28390
1305,Boat Trip,(2002),4.9,18,28138
1306,The Salton Sea,(2002),7.2,41,27717
1307,Blue Crush,(2002),5.6,61,27416
1308,White Oleander,(2002),7.2,61,27004
1309,The Eye,(2002),6.7,66,25967
1310,8 Women,(2002),7.1,64,25490
1311,The Quiet American,(2002),7.1,84,24995
1312,Undisputed,(2002),6.2,58,24941
1313,Barbershop,(2002),6.3,66,24853
1314,Rabbit-Proof Fence,(2002),7.5,80,24796
1315,The Magdalene Sisters,(2002),7.8,83,23612
1316,Hollywood Ending,(2002),6.6,46,23361
1317,Rollerball,(2002),3.0,14,23171
1318,City by the Sea,(2002),6.1,50,22367
1319,Snow Dogs,(2002),5.1,29,22064
1320,Friday After Next,(2002),5.8,35,21649
1321,Heaven,(I) (2002),7.1,68,21449
1322,The Adventures of Pluto Nash,(2002),3.8,12,21430
1323,Bloody Sunday,(2002),7.7,90,21066
1324,Trapped,(I) (2002),6.2,42,20880
1325,Life or Something Like It,(2002),5.8,31,20834
1326,The Importance of Being Earnest,(2002),6.9,60,20144
1327,The Twilight Samurai,(2002),8.1,82,19378
1328,Eight Crazy Nights,(2002),5.3,23,19303
1329,The Master of Disguise,(2002),3.3,12,19188
1330,Tuck Everlasting,(2002),6.7,66,19187
1331,The Man Without a Past,(2002),7.7,84,19159
1332,Below,(2002),6.2,55,18996
1333,Dark Blue,(2002),6.6,57,18393
1334,Big Trouble,(2002),6.5,47,18294
1335,Feardotcom,(2002),3.3,16,17971
1336,Darkness,(2002),5.4,15,17526
1337,Ballistic: Ecks vs. Sever,(2002),3.6,19,17421
1338,Swimfan,(2002),5.0,29,17245
1339,He Loves Me... He Loves Me Not,(2002),7.2,63,17118
1340,Like Mike,(2002),5.2,47,16399
1341,Divine Secrets of the Ya-Ya Sisterhood,(2002),6.0,48,16280
1342,Gerry,(2002),6.2,54,16097
1343,Russian Ark,(2002),7.4,86,15923
1344,Roger Dodger,(2002),7.0,75,15905
1345,The Emperor's Club,(2002),6.9,49,15217
1346,Serving Sara,(2002),5.3,18,15188
1347,Peter Pan II: Return to Neverland,(2002),5.8,49,14975
1348,Distant,(2002),7.7,84,14341
1349,Dolls,(2002),7.7,71,14203
1350,The Guru,(2002),5.4,47,14023
1351,Swept Away,(2002),3.6,18,13871
1352,The Lord of the Rings: The Return of the King,(2003),8.9,94,1358390
1353,Pirates of the Caribbean: The Curse of the Black Pearl,(2003),8.0,63,900048
1354,Kill Bill: Vol. 1,(2003),8.1,69,823963
1355,Finding Nemo,(2003),8.1,90,788000
1356,The Matrix Reloaded,(2003),7.2,62,452181
1357,X-Men 2,(2003),7.5,68,447956
1358,Oldboy,(2003),8.4,74,410492
1359,Matrix Revolutions,(2003),6.7,47,392114
1360,Big Fish,(2003),8.0,58,373510
1361,Mystic River,(2003),8.0,84,366488
1362,Love Actually,(2003),7.6,55,356497
1363,Lost in Translation,(2003),7.8,89,350766
1364,The Last Samurai,(2003),7.7,55,345489
1365,Terminator 3: Rise of the Machines,(2003),6.3,66,330239
1366,Bruce Almighty,(2003),6.7,46,324394
1367,The Italian Job,(2003),7.0,68,306328
1368,Underworld,(2003),7.0,42,228052
1369,School of Rock,(2003),7.1,82,227460
1370,Hulk,(2003),5.7,54,226965
1371,2 Fast 2 Furious,(2003),5.9,38,214770
1372,21 Grams,(2003),7.7,70,202758
1373,Old School,(2003),7.1,54,195575
1374,Identity,(2003),7.3,64,195320
1375,Bad Boys II,(2003),6.6,38,193061
1376,Daredevil,(2003),5.3,42,187793
1377,Anger Management,(2003),6.2,52,182330
1378,Master and Commander: The Far Side of the World,(2003),7.4,81,180454
1379,How to Lose a Guy in 10 Days,(2003),6.4,45,175527
1380,American Wedding,(2003),6.3,43,173521
1381,Elf,(2003),6.9,64,171309
1382,The League of Extraordinary Gentlemen,(2003),5.8,30,150302
1383,Once Upon a Time in Mexico,(2003),6.4,56,138733
1384,Final Destination 2,(2003),6.2,38,131262
1385,S.W.A.T.,(2003),6.0,45,126471
1386,Cold Mountain,(2003),7.2,73,125800
1387,Johnny English,(2003),6.1,51,123002
1388,Good Bye Lenin!,(2003),7.7,68,122848
1389,Bad Santa,(2003),7.1,70,121376
1390,Scary Movie 3,(2003),5.5,49,120581
1391,The Recruit,(2003),6.6,56,119911
1392,Dogville,(2003),8.0,60,117489
1393,The Texas Chainsaw Massacre,(2003),6.2,38,116455
1394,Monster,(2003),7.3,74,116169
1395,Matchstick Men,(2003),7.3,61,113119
1396,Lara Croft Tomb Raider: The Cradle of Life,(2003),5.5,43,111855
1397,Charlie's Angels: Full Throttle,(2003),4.8,48,107122
1398,Freaky Friday,(2003),6.2,70,106639
1399,Tears of the Sun,(2003),6.6,48,100412
1400,Something's Gotta Give,(2003),6.7,66,97860
1401,Freddy vs. Jason,(2003),5.8,37,96786
1402,The Life of David Gale,(2003),7.6,31,96168
1403,Gothika,(2003),5.8,38,95541
1404,Wrong Turn,(I) (2003),6.1,32,95162
1405,Paycheck,(2003),6.3,43,94514
1406,The Dreamers,(2003),7.2,62,91672
1407,Shanghai Knights,(2003),6.2,58,88436
1408,The Rundown,(2003),6.7,59,88266
1409,Memories of Murder,(2003),8.1,82,83347
1410,The Core,(2003),5.5,48,82080
1411,Cheaper by the Dozen,(2003),5.8,46,81751
1412,Intolerable Cruelty,(2003),6.3,71,81614
1413,Runaway Jury,(2003),7.1,61,81613
1414,Dreamcatcher,(2003),5.5,35,81024
1415,Brother Bear,(2003),6.8,48,79056
1416,Elephant,(2003),7.2,70,76003
1417,Thirteen,(2003),6.8,70,72920
1418,"Spring, Summer, Fall, Winter... and Spring",(2003),8.1,85,67586
1419,Mona Lisa Smile,(2003),6.5,45,66924
1420,House of 1000 Corpses,(2003),6.0,31,65483
1421,Girl with a Pearl Earring,(2003),7.0,72,64795
1422,Ong-Bak: The Thai Warrior,(2003),7.2,69,64483
1423,Holes,(2003),7.1,71,64478
1424,The Station Agent,(2003),7.7,81,61580
1425,Just Married,(2003),5.5,28,61193
1426,Seabiscuit,(2003),7.3,72,60505
1427,Love Me If You Dare,(2003),7.7,45,60306
1428,House of Sand and Fog,(2003),7.6,71,59420
1429,High Tension,(2003),6.8,42,59374
1430,Open Range,(2003),7.5,67,58190
1431,Peter Pan,(2003),6.9,64,58114
1432,Timeline,(2003),5.6,28,55473
1433,Daddy Day Care,(2003),5.5,39,54133
1434,Basic,(2003),6.5,34,53392
1435,The Room,(2003),3.6,9,52643
1436,Kal Ho Naa Ho,(2003),8.0,54,52468
1437,What a Girl Wants,(2003),5.8,41,51956
1438,Coffee and Cigarettes,(2003),7.1,65,51722
1439,"Legally Blonde 2: Red, White & Blonde",(2003),4.7,47,51506
1440,Jeepers Creepers II,(2003),5.6,36,50800
1441,Out of Time,(I) (2003),6.5,63,49810
1442,Duplex,(2003),5.9,50,49487
1443,A Tale of Two Sisters,(2003),7.2,65,47258
1444,Stuck on You,(2003),5.8,62,46964
1445,Secondhand Lions,(2003),7.6,52,46244
1446,Open Water,(2003),5.7,63,45578
1447,The Triplets of Belleville,(2003),7.8,91,45402
1448,Spy Kids 3: Game Over,(2003),4.2,57,44988
1449,Bulletproof Monk,(2003),5.5,40,44314
1450,American Splendor,(2003),7.5,90,43949
1451,Gigli,(2003),2.4,18,43172
1452,The Blind Swordsman: Zatoichi,(2003),7.6,75,43159
1453,National Security,(2003),5.6,31,41825
1454,A Man Apart,(2003),6.1,36,40733
1455,Sinbad: Legend of the Seven Seas,(2003),6.7,48,40600
1456,The Cat in the Hat,(2003),3.8,19,40330
1457,11:14,(2003),7.2,65,40275
1458,Under the Tuscan Sun,(2003),6.8,52,39802
1459,Honey,(2003),5.3,37,39274
1460,The Hunted,(2003),6.0,40,38358
1461,Swimming Pool,(2003),6.8,70,37434
1462,Cradle 2 the Grave,(2003),5.8,36,37291
1463,Down with Love,(2003),6.3,52,35534
1464,The Haunted Mansion,(2003),4.9,34,35321
1465,The Return,(2003),8.0,82,34850
1466,Radio,(2003),6.9,38,34243
1467,House of the Dead,(2003),2.0,15,33522
1468,The Medallion,(2003),5.2,38,33326
1469,Hollywood Homicide,(2003),5.3,47,32823
1470,Dumb and Dumberer: When Harry Met Lloyd,(2003),3.4,19,32384
1471,Evil,(2003),7.8,61,32156
1472,Bringing Down the House,(2003),5.6,39,31712
1473,Confidence,(2003),6.7,59,31480
1474,Uptown Girls,(2003),6.1,33,31195
1475,The Lizzie McGuire Movie,(2003),5.4,56,30650
1476,Shattered Glass,(2003),7.2,73,30416
1477,The Cooler,(2003),7.0,69,29750
1478,The Missing,(I) (2003),6.5,55,29416
1479,Touching the Void,(2003),8.1,82,29368
1480,Agent Cody Banks,(2003),5.1,41,29059
1481,Darkness Falls,(2003),5.0,23,27517
1482,Looney Tunes: Back in Action,(2003),5.7,64,27353
1483,Anything Else,(2003),6.4,43,26937
1484,The Human Stain,(2003),6.3,57,26829
1485,The Barbarian Invasions,(2003),7.7,70,26031
1486,Kangaroo Jack,(2003),4.4,16,25400
1487,Beyond Borders,(2003),6.5,32,24054
1488,From Justin to Kelly,(2003),2.1,14,24053
1489,A Mighty Wind,(2003),7.3,81,23437
1490,Ned Kelly,(2003),6.5,56,23091
1491,Tokyo Godfathers,(2003),7.9,73,23088
1492,View from the Top,(2003),5.2,27,22682
1493,My Life Without Me,(2003),7.6,57,22226
1494,Kontroll,(2003),7.7,72,21499
1495,The United States of Leland,(2003),7.1,37,21098
1496,Capturing the Friedmans,(2003),7.8,90,20954
1497,Calendar Girls,(2003),6.9,60,20744
1498,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,(2003),8.2,87,20551
1499,In the Cut,(2003),5.3,46,19604
1500,Wonderland,(2003),6.6,43,19566
1501,Cold Creek Manor,(2003),4.9,37,19292
1502,The Corporation,(2003),8.1,73,19031
1503,Code 46,(2003),6.2,57,18869
1504,Pieces of April,(2003),7.1,70,18706
1505,Saints and Soldiers,(2003),6.8,56,18671
1506,The Best of Youth,(2003),8.5,89,17873
1507,Veronica Guerin,(2003),6.9,55,17238
1508,Malibu's Most Wanted,(2003),5.1,43,16919
1509,The Green Butchers,(2003),7.3,54,16403
1510,Willard,(2003),6.2,61,15979
1511,Head of State,(2003),5.4,44,15869
1512,The Order,(2003),5.2,21,15723
1513,Latter Days,(2003),7.1,45,15414
1514,Carandiru,(2003),7.6,71,15336
1515,One Missed Call,(2003),6.2,54,15121
1516,A Guy Thing,(2003),5.6,27,15092
1517,Eternal Sunshine of the Spotless Mind,(2004),8.3,89,751114
1518,Kill Bill: Vol. 2,(2004),8.0,83,565172
1519,Million Dollar Baby,(2004),8.1,86,539093
1520,The Incredibles,(2004),8.0,90,531154
1521,Spider-Man 2,(2004),7.3,83,459355
1522,The Notebook,(2004),7.9,53,438217
1523,Harry Potter and the Prisoner of Azkaban,(2004),7.8,82,437795
1524,Shaun of the Dead,(2004),8.0,76,435238
1525,"I, Robot",(2004),7.1,59,431304
1526,Troy,(2004),7.2,56,421079
1527,The Butterfly Effect,(2004),7.7,30,393783
1528,The Bourne Supremacy,(2004),7.8,73,384668
1529,Crash,(I) (2004),7.8,69,383333
1530,The Day After Tomorrow,(2004),6.4,47,361768
1531,Shrek 2,(2004),7.2,75,348776
1532,The Terminal,(2004),7.3,55,337359
1533,Saw,(2004),7.7,46,330159
1534,Collateral,(2004),7.6,71,316136
1535,Ocean's Twelve,(2004),6.5,58,310188
1536,The Machinist,(2004),7.7,61,309557
1537,Hotel Rwanda,(2004),8.1,79,291108
1538,Anchorman: The Legend of Ron Burgundy,(2004),7.2,63,290194
1539,Man on Fire,(2004),7.7,47,288705
1540,The Aviator,(2004),7.5,77,288524
1541,50 First Dates,(2004),6.8,48,287393
1542,Downfall,(2004),8.2,82,278039
1543,Mean Girls,(2004),7.0,66,275822
1544,National Treasure,(2004),6.9,39,271609
1545,Hellboy,(2004),6.8,72,265503
1546,Howl's Moving Castle,(2004),8.2,80,249171
1547,Meet the Fockers,(2004),6.3,41,226388
1548,Van Helsing,(2004),6.1,35,214898
1549,The Village,(2004),6.5,44,212106
1550,Dawn of the Dead,(2004),7.3,59,208926
1551,Dodgeball: A True Underdog Story,(2004),6.7,55,201114
1552,The Chronicles of Riddick,(2004),6.7,38,195619
1553,Garden State,(2004),7.5,67,195463
1554,The Passion of the Christ,(2004),7.2,47,190768
1555,Before Sunset,(2004),8.1,90,186192
1556,Finding Neverland,(2004),7.7,67,184011
1557,The Girl Next Door,(2004),6.8,47,182039
1558,Closer,(I) (2004),7.3,65,180036
1559,A Series of Unfortunate Events,(2004),6.8,62,174777
1560,EuroTrip,(2004),6.6,45,173602
1561,Napoleon Dynamite,(2004),6.9,64,173202
1562,Resident Evil: Apocalypse,(2004),6.2,35,166846
1563,Harold & Kumar Go to White Castle,(2004),7.1,64,164948
1564,Sideways,(2004),7.5,94,160723
1565,Secret Window,(2004),6.6,46,160018
1566,AVP: Alien vs. Predator,(2004),5.6,29,159797
1567,The Life Aquatic with Steve Zissou,(2004),7.3,62,154046
1568,Alexander,(2004),5.6,39,147579
1569,Blade: Trinity,(2004),5.9,38,145634
1570,King Arthur,(2004),6.3,46,145585
1571,Shark Tale,(2004),6.0,48,144383
1572,Team America: World Police,(2004),7.2,64,144354
1573,Layer Cake,(2004),7.4,73,144072
1574,The Polar Express,(2004),6.6,61,140765
1575,13 Going on 30,(2004),6.1,57,135272
1576,The Punisher,(2004),6.5,33,134954
1577,Starsky & Hutch,(2004),6.1,55,126686
1578,The Grudge,(2004),5.9,49,124771
1579,Ray,(I) (2004),7.7,73,120025
1580,Fahrenheit 9/11,(2004),7.5,67,118286
1581,Along Came Polly,(2004),5.9,44,112871
1582,White Chicks,(2004),5.5,41,109482
1583,Kung Fu Hustle,(2004),7.8,78,108426
1584,The Phantom of the Opera,(2004),7.3,40,103686
1585,House of Flying Daggers,(2004),7.6,89,97916
1586,Catwoman,(2004),3.3,27,94622
1587,The Manchurian Candidate,(2004),6.6,76,92456
1588,Super Size Me,(2004),7.2,73,91534
1589,The Ladykillers,(2004),6.2,56,89578
1590,The Motorcycle Diaries,(2004),7.8,75,88176
1591,Bridget Jones: The Edge of Reason,(2004),5.9,44,87887
1592,Cellular,(2004),6.5,60,83599
1593,Primer,(2004),6.9,68,83117
1594,Sky Captain and the World of Tomorrow,(2004),6.1,64,76015
1595,Around the World in 80 Days,(2004),5.8,49,74616
1596,Hidalgo,(2004),6.7,54,71195
1597,Taking Lives,(2004),6.2,38,70182
1598,Spanglish,(2004),6.4,48,69965
1599,A Cinderella Story,(2004),5.9,25,69615
1600,The Sea Inside,(I) (2004),8.0,74,69310
1601,Garfield,(2004),5.0,27,66151
1602,A Very Long Engagement,(2004),7.7,76,65922
1603,The SpongeBob SquarePants Movie,(2004),7.0,66,65288
1604,The Princess Diaries 2: Royal Engagement,(2004),5.7,43,61053
1605,Mysterious Skin,(2004),7.7,73,60296
1606,The Forgotten,(2004),5.8,43,59983
1607,District B13,(2004),7.2,70,59692
1608,I Heart Huckabees,(2004),6.7,55,58919
1609,Walking Tall,(2004),6.2,44,57935
1610,Jersey Girl,(2004),6.2,43,57756
1611,Wimbledon,(2004),6.3,59,54660
1612,The Stepford Wives,(2004),5.2,42,52826
1613,Ella Enchanted,(2004),6.3,53,52750
1614,Mindhunters,(2004),6.4,33,52695
1615,Friday Night Lights,(2004),7.3,70,51066
1616,Ladder 49,(2004),6.5,47,50760
1617,In Good Company,(2004),6.5,66,50559
1618,Night Watch,(2004),6.5,58,49148
1619,The Whole Ten Yards,(2004),5.5,24,48879
1620,Bad Education,(2004),7.5,81,48811
1621,The Chorus,(2004),7.9,56,48721
1622,Wicker Park,(2004),7.0,40,47936
1623,Flight of the Phoenix,(2004),6.1,47,47858
1624,Alfie,(2004),6.2,49,46187
1625,2046,(2004),7.5,78,44595
1626,Kinsey,(2004),7.1,79,44357
1627,Head-On,(2004),8.0,78,44236
1628,Dead Man's Shoes,(2004),7.7,52,43198
1629,3-Iron,(2004),8.1,72,42269
1630,Saved!,(2004),6.8,62,41849
1631,Veer-Zaara,(2004),7.9,67,40757
1632,After the Sunset,(2004),6.3,38,40492
1633,Miracle,(2004),7.5,68,39861
1634,Without a Paddle,(2004),5.9,29,39562
1635,Shall We Dance,(2004),6.1,47,38403
1636,Scooby-Doo 2: Monsters Unleashed,(2004),5.0,34,37697
1637,Taxi,(I) (2004),4.4,27,35570
1638,The Prince and Me,(2004),5.9,47,34234
1639,Tae Guk Gi: The Brotherhood of War,(2004),8.1,64,34082
1640,Christmas with the Kranks,(2004),5.3,22,33223
1641,Raising Helen,(2004),6.0,38,32705
1642,The Libertine,(2004),6.4,44,32649
1643,Chasing Liberty,(2004),6.1,46,32292
1644,Seed of Chucky,(2004),4.9,46,32139
1645,Maria Full of Grace,(2004),7.5,87,31799
1646,Birth,(2004),6.1,50,31531
1647,Ghost in the Shell 2: Innocence,(I) (2004),7.6,66,31529
1648,The Merchant of Venice,(2004),7.1,63,31524
1649,Exorcist: The Beginning,(2004),5.1,30,30228
1650,The Woodsman,(2004),7.2,72,29162
1651,Melinda and Melinda,(2004),6.5,54,28720
1652,The Edukators,(2004),7.5,68,28468
1653,The Final Cut,(2004),6.2,43,28339
1654,Mean Creek,(2004),7.3,74,28084
1655,Envy,(2004),4.8,31,27680
1656,Spartan,(2004),6.6,60,27526
1657,Superbabies: Baby Geniuses 2,(2004),2.0,9,27065
1658,Club Dread,(2004),5.7,45,25245
1659,Torque,(2004),4.0,41,24868
1660,Confessions of a Teenage Drama Queen,(2004),4.6,33,24797
1661,Anacondas: The Hunt for the Blood Orchid,(2004),4.6,40,24284
1662,You Got Served,(2004),3.5,37,24274
1663,Raise Your Voice,(2004),5.9,33,24235
1664,Win a Date with Tad Hamilton!,(2004),5.6,52,24164
1665,The Assassination of Richard Nixon,(2004),7.0,63,24078
1666,Dirty Dancing: Havana Nights,(2004),6.0,39,23842
1667,Godsend,(2004),4.8,24,23279
1668,A Love Song for Bobby Long,(2004),7.2,48,23175
1669,Millions,(2004),6.9,74,22904
1670,Vera Drake,(2004),7.7,83,21437
1671,The Perfect Score,(2004),5.7,35,21042
1672,Laws of Attraction,(2004),5.9,38,19984
1673,Dear Frankie,(2004),7.8,63,19718
1674,Soul Plane,(2004),4.4,33,19421
1675,Surviving Christmas,(2004),5.4,19,19420
1676,9 Songs,(2004),4.8,43,19261
1677,New York Minute,(I) (2004),4.9,33,19058
1678,Nobody Knows,(2004),8.1,88,19007
1679,First Daughter,(2004),5.0,31,18632
1680,Bride & Prejudice,(2004),6.2,55,18360
1681,Vanity Fair,(2004),6.2,53,18338
1682,Twisted,(I) (2004),5.2,26,18164
1683,Batman Begins,(2005),8.3,70,1096263
1684,V for Vendetta,(2005),8.2,62,882937
1685,Sin City,(2005),8.0,74,694451
1686,Star Wars: Episode III - Revenge of the Sith,(2005),7.6,68,589194
1687,Harry Potter and the Goblet of Fire,(2005),7.7,81,439399
1688,Mr. & Mrs. Smith,(2005),6.5,55,386390
1689,War of the Worlds,(2005),6.5,73,362898
1690,Charlie and the Chocolate Factory,(2005),6.7,72,358077
1691,King Kong,(2005),7.2,81,345219
1692,The 40-Year-Old Virgin,(2005),7.1,73,339079
1693,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",(2005),6.9,75,315991
1694,Madagascar,(2005),6.9,57,300242
1695,Wedding Crashers,(2005),7.0,64,298934
1696,Fantastic Four,(I) (2005),5.7,40,283086
1697,Brokeback Mountain,(2005),7.7,87,280670
1698,The Island,(2005),6.9,50,278175
1699,Lord of War,(2005),7.6,62,264873
1700,Hitch,(I) (2005),6.6,58,263318
1701,Constantine,(2005),7.0,50,257819
1702,Serenity,(2005),7.9,74,257576
1703,Kingdom of Heaven,(2005),7.2,63,236178
1704,Pride & Prejudice,(2005),7.8,82,213142
1705,Corpse Bride,(2005),7.4,83,209260
1706,Saw II,(2005),6.6,40,205461
1707,Walk the Line,(2005),7.9,72,201103
1708,A History of Violence,(2005),7.5,81,201099
1709,Thank You for Smoking,(2005),7.6,71,199961
1710,Kiss Kiss Bang Bang,(2005),7.6,72,191340
1711,Munich,(2005),7.6,74,188676
1712,Match Point,(2005),7.7,72,181521
1713,The Descent,(2005),7.2,71,171175
1714,Transporter 2,(2005),6.3,56,169971
1715,The Hitchhiker's Guide to the Galaxy,(2005),6.8,63,167516
1716,Cinderella Man,(2005),8.0,69,158786
1717,Jarhead,(2005),7.0,58,154243
1718,Hostel,(2005),5.9,55,150265
1719,The Longest Yard,(2005),6.4,48,141743
1720,Hard Candy,(2005),7.1,58,140569
1721,Flightplan,(2005),6.3,53,135884
1722,Green Street Hooligans,(2005),7.5,55,127561
1723,Memoirs of a Geisha,(2005),7.4,54,126056
1724,The Constant Gardener,(2005),7.4,82,119081
1725,Fun with Dick and Jane,(2005),6.1,47,118794
1726,Four Brothers,(2005),6.9,49,118578
1727,Syriana,(2005),7.0,76,115887
1728,Æon Flux,(2005),5.5,36,115409
1729,Robots,(2005),6.3,64,113530
1730,Capote,(2005),7.4,88,109847
1731,The Curse of the Were-Rabbit,(2005),7.5,87,107322
1732,The Brothers Grimm,(2005),5.9,51,104988
1733,The Exorcism of Emily Rose,(2005),6.7,46,104883
1734,Coach Carter,(2005),7.3,57,102472
1735,House of Wax,(2005),5.3,41,101781
1736,Red Eye,(2005),6.5,71,100172
1737,The Jacket,(2005),7.1,44,99172
1738,Hostage,(2005),6.6,44,98345
1739,The Skeleton Key,(2005),6.5,47,94701
1740,Doom,(2005),5.2,34,93373
1741,The Amityville Horror,(2005),6.0,33,92968
1742,Brick,(2005),7.4,72,90744
1743,Unleashed,(2005),7.0,58,90432
1744,The Interpreter,(2005),6.4,62,90042
1745,Just Friends,(I) (2005),6.2,47,89911
1746,Just Like Heaven,(2005),6.7,47,88493
1747,Broken Flowers,(2005),7.2,79,87602
1748,"Good Night, and Good Luck.",(2005),7.5,80,87519
1749,Land of the Dead,(2005),6.2,71,83489
1750,Sahara,(2005),6.0,41,82508
1751,The Devil's Rejects,(2005),6.9,53,81727
1752,Waiting...,(I) (2005),6.8,30,80087
1753,Revolver,(2005),6.5,25,80013
1754,The Ring Two,(2005),5.4,44,79898
1755,The Legend of Zorro,(2005),5.9,47,79249
1756,Elektra,(2005),4.8,34,76977
1757,Zathura: A Space Adventure,(2005),6.1,67,76305
1758,The New World,(2005),6.7,69,75454
1759,Hide and Seek,(2005),5.9,35,74733
1760,The Pacifier,(2005),5.6,30,74157
